CD_PROCEDIMENTO,DS_PROCEDIMENTO,CD_GRUPO,GRUPO,Qtd_Atendimentos,Competencia,Ano,Mes
0202100030,DETERMINACAO DE CARIOTIPO EM SANGUE PERIFERICO (C/ TECNICA DE BANDAS),02,Procedimentos com finalidade diagnóstica,309,2026-07-01,2026,7
0202100049,QUANTIFICACAO/AMPLIFICACAO DO HER-2,02,Procedimentos com finalidade diagnóstica,89,2026-07-01,2026,7
0202100073,ANALISE DE DNA POR MLPA,02,Procedimentos com finalidade diagnóstica,1,2026-07-01,2026,7
0202100081,"IDENTIFICACAO DE MUTACAO/REARRANJOS POR PCR, PCR SENSIVEL A METILACAO, qPCR E qPCR SENSIVEL A",02,Procedimentos com finalidade diagnóstica,4,2026-07-01,2026,7
0202100103,IDENTIFICACAO DE ALTERACAO CROMOSSONICA SUBMICROSCOPICA POR ARRAY-CGH,02,Procedimentos com finalidade diagnóstica,4,2026-07-01,2026,7
0202100111,IDENTIFICACAO DE MUTACAO POR SEQUENCIAMENTO POR AMPLICON ATE 500 PARES DE BASES,02,Procedimentos com finalidade diagnóstica,5,2026-07-01,2026,7
0202100146,"DOSAGEM QUANTITATIVA DE CARNITINA, PERFIL DE ACILCARNITINAS",02,Procedimentos com finalidade diagnóstica,1,2026-07-01,2026,7
0202100154,DOSAGEM QUANTITATIVA DE AMINOACIDOS,02,Procedimentos com finalidade diagnóstica,1,2026-07-01,2026,7
0202100219,DIAGNOSTICO DE LEUCEMIA CROMOSSOMA PHILADELPHIA POSITIVO POR TECNICA MOLECULAR,02,Procedimentos com finalidade diagnóstica,102,2026-07-01,2026,7
0202100227,REAVALIACAO DIAGNOSTICA DE LEUCEMIA CROMOSSOMA PHILADELPHIA POSITIVO POR TECNICA MOLECULAR,02,Procedimentos com finalidade diagnóstica,226,2026-07-01,2026,7
0202100235,PESQUISA DE MUTACAO DO GENE DA PROTROMBINA,02,Procedimentos com finalidade diagnóstica,71,2026-07-01,2026,7
0202100243,TESTE CITOGENETICO POR HIBRIDIZACAO IN SITU POR FLUORESCENCIA (FISH) PARA MIELOMA MULTIPLO,02,Procedimentos com finalidade diagnóstica,0,2026-07-01,2026,7
0202100251,EXAME MOLECULAR DE DETECCAO DE HPV,02,Procedimentos com finalidade diagnóstica,85,2026-07-01,2026,7
0202110010,DETECCAO DE VARIANTES DA HEMOGLOBINA (DIAGNOSTICO TARDIO),02,Procedimentos com finalidade diagnóstica,703,2026-07-01,2026,7
0202110028,DETECCAO MOLECULAR DE MUTACAO EM HEMOGLOBINOPATIAS (CONFIRMATORIO),02,Procedimentos com finalidade diagnóstica,4,2026-07-01,2026,7
0202110044,DOSAGEM DE FENILALANINA (CONTROLE / DIAGNOSTICO TARDIO),02,Procedimentos com finalidade diagnóstica,248,2026-07-01,2026,7
0202110060,DOSAGEM DE FENILALANINA TSH OU T4 E DETECCAO DA VARIANTE DE HEMOGLOBINA (COMPONENTE DO TESTE DO PEZ,02,Procedimentos com finalidade diagnóstica,34801,2026-07-01,2026,7
0202110079,DOSAGEM DE TRIPSINA IMUNORREATIVA (COMPONENTE DO TESTE DO PEZINHO),02,Procedimentos com finalidade diagnóstica,34842,2026-07-01,2026,7
0202110087,DOSAGEM DE TSH E T4 LIVRE (CONTROLE / DIAGNOSTICO TARDIO),02,Procedimentos com finalidade diagnóstica,1527,2026-07-01,2026,7
0202110095,DOSAGEM DE 17 HIDROXI PROGESTERONA EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO PEZINHO),02,Procedimentos com finalidade diagnóstica,34957,2026-07-01,2026,7
0202110109,DOSAGEM DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SANGUE EM PAPEL DE FILTRO (COMPONENTE DO TESTE DO,02,Procedimentos com finalidade diagnóstica,34689,2026-07-01,2026,7
0202110117,DOSAGEM QUANTITATIVA DA ATIVIDADE DA BIOTINIDASE EM AMOSTRAS DE SORO,02,Procedimentos com finalidade diagnóstica,121,2026-07-01,2026,7
0202110141,DOSAGEM DE CLORETO NO SUOR,02,Procedimentos com finalidade diagnóstica,33,2026-07-01,2026,7
0202110150,PESQUISA DE IGM ANTI-TOXOPLASMA GONDII EM SANGUE SECO (COMPONENTE DO TESTE DO PEZINHO),02,Procedimentos com finalidade diagnóstica,4470,2026-07-01,2026,7
0202120015,DETERMINACAO DE ANTICORPOS ANTIPLAQUETARIOS,02,Procedimentos com finalidade diagnóstica,541,2026-07-01,2026,7
0202120023,DETERMINACAO DIRETA E REVERSA DE GRUPO ABO,02,Procedimentos com finalidade diagnóstica,37804,2026-07-01,2026,7
0202120031,FENOTIPAGEM DE SISTEMA RH - HR,02,Procedimentos com finalidade diagnóstica,15798,2026-07-01,2026,7
0202120040,IDENTIFICACAO DE ANTICORPOS SERICOS IRREGULARES C/ PAINEL DE HEMACIAS,02,Procedimentos com finalidade diagnóstica,2354,2026-07-01,2026,7
0202120058,PESQUISA DE ANTICORPOS IRREGULARES PELO METODO DA ELUICAO,02,Procedimentos com finalidade diagnóstica,1417,2026-07-01,2026,7
0202120066,PESQUISA DE ANTICORPOS SERICOS IRREGULARES 37OC,02,Procedimentos com finalidade diagnóstica,8411,2026-07-01,2026,7
0202120074,PESQUISA DE ANTICORPOS SERICOS IRREGULARES A FRIO,02,Procedimentos com finalidade diagnóstica,3054,2026-07-01,2026,7
0202120082,PESQUISA DE FATOR RH (INCLUI D FRACO),02,Procedimentos com finalidade diagnóstica,31525,2026-07-01,2026,7
0202120090,TESTE INDIRETO DE ANTIGLOBULINA HUMANA (TIA),02,Procedimentos com finalidade diagnóstica,12212,2026-07-01,2026,7
0202120104,TITULACAO DE ANTICORPOS ANTI A E/OU ANTI B,02,Procedimentos com finalidade diagnóstica,4609,2026-07-01,2026,7
0203010019,EXAME CITOPATOLOGICO CERVICO-VAGINAL/MICROFLORA,02,Procedimentos com finalidade diagnóstica,88122,2026-07-01,2026,7
0203010027,EXAME CITOPATOLOGICO HORMONAL SERIADO (MINIMO 3 COLETAS),02,Procedimentos com finalidade diagnóstica,219,2026-07-01,2026,7
0203010035,EXAME DE CITOLOGIA (EXCETO CERVICO-VAGINAL E DE MAMA),02,Procedimentos com finalidade diagnóstica,2151,2026-07-01,2026,7
0203010043,EXAME CITOPATOLOGICO DE MAMA,02,Procedimentos com finalidade diagnóstica,85,2026-07-01,2026,7
0203010078,CONTROLE DE QUALIDADE DO EXAME CITOPATOLOGICO CERVICO VAGINAL,02,Procedimentos com finalidade diagnóstica,2619,2026-07-01,2026,7
0203010086,EXAME CITOPATOLOGICO CERVICO VAGINAL/MICROFLORA-RASTREAMENTO,02,Procedimentos com finalidade diagnóstica,42162,2026-07-01,2026,7
0203020014,DETERMINACAO DE RECEPTORES TUMORAIS HORMONAIS,02,Procedimentos com finalidade diagnóstica,1597,2026-07-01,2026,7
0203020022,EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - PECA CIRURGICA,02,Procedimentos com finalidade diagnóstica,63,2026-07-01,2026,7
0203020030,EXAME ANATOMO-PATOLOGICO PARA CONGELAMENTO / PARAFINA POR PECA CIRURGICA OU POR BIOPSIA (EXCETO COL,02,Procedimentos com finalidade diagnóstica,64321,2026-07-01,2026,7
0203020049,IMUNOHISTOQUIMICA DE NEOPLASIAS MALIGNAS (POR MARCADOR),02,Procedimentos com finalidade diagnóstica,18177,2026-07-01,2026,7
0203020065,EXAME ANATOMOPATOLOGICO DE MAMA - BIOPSIA,02,Procedimentos com finalidade diagnóstica,1070,2026-07-01,2026,7
0203020073,EXAME ANATOMOPATOLOGICO DE MAMA - PECA CIRURGICA,02,Procedimentos com finalidade diagnóstica,410,2026-07-01,2026,7
0203020081,EXAME ANATOMO-PATOLOGICO DO COLO UTERINO - BIOPSIA,02,Procedimentos com finalidade diagnóstica,1049,2026-07-01,2026,7
0204010012,DACRIOCISTOGRAFIA,02,Procedimentos com finalidade diagnóstica,37,2026-07-01,2026,7
0204010020,PLANIGRAFIA DE LARINGE,02,Procedimentos com finalidade diagnóstica,2,2026-07-01,2026,7
0204010039,RADIOGRAFIA BILATERAL DE ORBITAS (PA + OBLIQUAS + HIRTZ),02,Procedimentos com finalidade diagnóstica,331,2026-07-01,2026,7
0204010047,RADIOGRAFIA DE ARCADA ZIGOMATICO-MALAR (AP+ OBLIQUAS),02,Procedimentos com finalidade diagnóstica,262,2026-07-01,2026,7
0204010055,RADIOGRAFIA DE ARTICULACAO TEMPORO-MANDIBULAR BILATERAL,02,Procedimentos com finalidade diagnóstica,665,2026-07-01,2026,7
0204010063,RADIOGRAFIA DE CAVUM (LATERAL + HIRTZ),02,Procedimentos com finalidade diagnóstica,5898,2026-07-01,2026,7
0204010071,RADIOGRAFIA DE CRANIO (PA + LATERAL + OBLIQUA / BRETTON + HIRTZ),02,Procedimentos com finalidade diagnóstica,3435,2026-07-01,2026,7
0204010080,RADIOGRAFIA DE CRANIO (PA + LATERAL),02,Procedimentos com finalidade diagnóstica,28616,2026-07-01,2026,7
0204010098,RADIOGRAFIA DE LARINGE,02,Procedimentos com finalidade diagnóstica,109,2026-07-01,2026,7
0204010101,RADIOGRAFIA DE MASTOIDE / ROCHEDOS (BILATERAL),02,Procedimentos com finalidade diagnóstica,71,2026-07-01,2026,7
0204010110,RADIOGRAFIA DE MAXILAR (PA + OBLIQUA),02,Procedimentos com finalidade diagnóstica,762,2026-07-01,2026,7
0204010128,RADIOGRAFIA DE OSSOS DA FACE (MN + LATERAL + HIRTZ),02,Procedimentos com finalidade diagnóstica,8380,2026-07-01,2026,7
0204010136,RADIOGRAFIA DE REGIAO ORBITARIA (LOCALIZACAO DE CORPO ESTRANHO),02,Procedimentos com finalidade diagnóstica,15,2026-07-01,2026,7
0204010144,RADIOGRAFIA DE SEIOS DA FACE (FN + MN + LATERAL + HIRTZ),02,Procedimentos com finalidade diagnóstica,26554,2026-07-01,2026,7
0204010152,RADIOGRAFIA DE SELA TURSICA (PA + LATERAL + BRETTON),02,Procedimentos com finalidade diagnóstica,117,2026-07-01,2026,7
0204010160,RADIOGRAFIA OCLUSAL,02,Procedimentos com finalidade diagnóstica,58,2026-07-01,2026,7
0204010179,RADIOGRAFIA PANORAMICA,02,Procedimentos com finalidade diagnóstica,6346,2026-07-01,2026,7
0204010209,TELERADIOGRAFIA COM TRACADOS E SEM TRACADOS,02,Procedimentos com finalidade diagnóstica,161,2026-07-01,2026,7
0204010217,RADIOGRAFIA INTERPROXIMAL (BITE WING),02,Procedimentos com finalidade diagnóstica,1058,2026-07-01,2026,7
0204010225,RADIOGRAFIA PERIAPICAL,02,Procedimentos com finalidade diagnóstica,26140,2026-07-01,2026,7
0204020018,MIELOGRAFIA,02,Procedimentos com finalidade diagnóstica,0,2026-07-01,2026,7
0204020026,PLANIGRAFIA DE COLUNA VERTEBRAL,02,Procedimentos com finalidade diagnóstica,28,2026-07-01,2026,7
0204020034,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO + OBLIQUAS),02,Procedimentos com finalidade diagnóstica,9847,2026-07-01,2026,7
0204020042,RADIOGRAFIA DE COLUNA CERVICAL (AP + LATERAL + TO / FLEXAO),02,Procedimentos com finalidade diagnóstica,12473,2026-07-01,2026,7
0204020050,RADIOGRAFIA DE COLUNA CERVICAL FUNCIONAL / DINAMICA,02,Procedimentos com finalidade diagnóstica,2423,2026-07-01,2026,7
0204020069,RADIOGRAFIA DE COLUNA LOMBO-SACRA,02,Procedimentos com finalidade diagnóstica,43615,2026-07-01,2026,7
0204020077,RADIOGRAFIA DE COLUNA LOMBO-SACRA (C/ OBLIQUAS),02,Procedimentos com finalidade diagnóstica,4212,2026-07-01,2026,7
0204020085,RADIOGRAFIA DE COLUNA LOMBO-SACRA FUNCIONAL / DINAMICA,02,Procedimentos com finalidade diagnóstica,1712,2026-07-01,2026,7
0204020093,RADIOGRAFIA DE COLUNA TORACICA (AP + LATERAL),02,Procedimentos com finalidade diagnóstica,14255,2026-07-01,2026,7
0204020107,RADIOGRAFIA DE COLUNA TORACO-LOMBAR,02,Procedimentos com finalidade diagnóstica,12247,2026-07-01,2026,7
0204020115,RADIOGRAFIA DE COLUNA TORACO-LOMBAR DINAMICA,02,Procedimentos com finalidade diagnóstica,1016,2026-07-01,2026,7
0204020123,RADIOGRAFIA DE REGIAO SACRO-COCCIGEA,02,Procedimentos com finalidade diagnóstica,3660,2026-07-01,2026,7
0204020131,RADIOGRAFIA PANORAMICA DE COLUNA TOTAL- TELESPONDILOGRAFIA ( P/ ESCOLIOSE),02,Procedimentos com finalidade diagnóstica,1165,2026-07-01,2026,7
0204030021,DUCTOGRAFIA (POR MAMA),02,Procedimentos com finalidade diagnóstica,2,2026-07-01,2026,7
0204030030,MAMOGRAFIA,02,Procedimentos com finalidade diagnóstica,12967,2026-07-01,2026,7
0204030048,MARCACAO PRE-CIRURGICA DE LESAO NAO PALPAVEL DE MAMA ASSOCIADA A MAMOGRAFIA,02,Procedimentos com finalidade diagnóstica,197,2026-07-01,2026,7
0204030056,RADIOGRAFIA DE CORACAO E VASOS DA BASE (PA + LATERAL + OBLIQUA),02,Procedimentos com finalidade diagnóstica,8,2026-07-01,2026,7
0204030064,RADIOGRAFIA DE CORACAO E VASOS DA BASE (PA + LATERAL),02,Procedimentos com finalidade diagnóstica,4,2026-07-01,2026,7
0204030072,RADIOGRAFIA DE COSTELAS (POR HEMITORAX),02,Procedimentos com finalidade diagnóstica,19577,2026-07-01,2026,7
0204030080,RADIOGRAFIA DE ESOFAGO,02,Procedimentos com finalidade diagnóstica,417,2026-07-01,2026,7
0204030099,RADIOGRAFIA DE ESTERNO,02,Procedimentos com finalidade diagnóstica,253,2026-07-01,2026,7
0204030102,RADIOGRAFIA DE MEDIASTINO (PA E PERFIL),02,Procedimentos com finalidade diagnóstica,118,2026-07-01,2026,7
0204030110,RADIOGRAFIA DE PNEUMOMEDIASTINO,02,Procedimentos com finalidade diagnóstica,6,2026-07-01,2026,7
0204030129,RADIOGRAFIA DE TORAX (APICO-LORDORTICA),02,Procedimentos com finalidade diagnóstica,709,2026-07-01,2026,7
0204030137,RADIOGRAFIA DE TORAX (PA + INSPIRACAO + EXPIRACAO + LATERAL),02,Procedimentos com finalidade diagnóstica,4715,2026-07-01,2026,7
0204030145,RADIOGRAFIA DE TORAX (PA + LATERAL + OBLIQUA),02,Procedimentos com finalidade diagnóstica,10317,2026-07-01,2026,7
0204030153,RADIOGRAFIA DE TORAX (PA E PERFIL),02,Procedimentos com finalidade diagnóstica,302209,2026-07-01,2026,7
0204030161,RADIOGRAFIA DE TORAX (PA PADRAO OIT),02,Procedimentos com finalidade diagnóstica,28,2026-07-01,2026,7
0204030170,RADIOGRAFIA DE TORAX (PA),02,Procedimentos com finalidade diagnóstica,258836,2026-07-01,2026,7
0204030188,MAMOGRAFIA BILATERAL PARA RASTREAMENTO,02,Procedimentos com finalidade diagnóstica,91872,2026-07-01,2026,7
0204040019,RADIOGRAFIA DE ANTEBRACO,02,Procedimentos com finalidade diagnóstica,21685,2026-07-01,2026,7
0204040027,RADIOGRAFIA DE ARTICULACAO ACROMIO-CLAVICULAR,02,Procedimentos com finalidade diagnóstica,4080,2026-07-01,2026,7
0204040035,RADIOGRAFIA DE ARTICULACAO ESCAPULO-UMERAL,02,Procedimentos com finalidade diagnóstica,16951,2026-07-01,2026,7
0204040043,RADIOGRAFIA DE ARTICULACAO ESTERNO-CLAVICULAR,02,Procedimentos com finalidade diagnóstica,1653,2026-07-01,2026,7
0204040051,RADIOGRAFIA DE BRACO,02,Procedimentos com finalidade diagnóstica,17455,2026-07-01,2026,7
0204040060,RADIOGRAFIA DE CLAVICULA,02,Procedimentos com finalidade diagnóstica,9867,2026-07-01,2026,7
0204040078,RADIOGRAFIA DE COTOVELO,02,Procedimentos com finalidade diagnóstica,23697,2026-07-01,2026,7
0204040086,RADIOGRAFIA DE DEDOS DA MAO,02,Procedimentos com finalidade diagnóstica,21482,2026-07-01,2026,7
0204040094,RADIOGRAFIA DE MAO,02,Procedimentos com finalidade diagnóstica,65422,2026-07-01,2026,7
0204040108,RADIOGRAFIA DE MAO E PUNHO (P/ DETERMINACAO DE IDADE OSSEA),02,Procedimentos com finalidade diagnóstica,5751,2026-07-01,2026,7
0204040116,RADIOGRAFIA DE ESCAPULA/OMBRO (TRES POSICOES),02,Procedimentos com finalidade diagnóstica,38117,2026-07-01,2026,7
0204040124,RADIOGRAFIA DE PUNHO (AP + LATERAL + OBLIQUA),02,Procedimentos com finalidade diagnóstica,44887,2026-07-01,2026,7
0204050014,CLISTER OPACO C/ DUPLO CONTRASTE,02,Procedimentos com finalidade diagnóstica,212,2026-07-01,2026,7
0204050022,COLANGIOGRAFIA PER-OPERATORIA,02,Procedimentos com finalidade diagnóstica,6,2026-07-01,2026,7
0204050030,COLANGIOGRAFIA POS-OPERATORIA,02,Procedimentos com finalidade diagnóstica,13,2026-07-01,2026,7
0204050057,FISTULOGRAFIA,02,Procedimentos com finalidade diagnóstica,1,2026-07-01,2026,7
0204050065,HISTEROSSALPINGOGRAFIA,02,Procedimentos com finalidade diagnóstica,89,2026-07-01,2026,7
0204050073,PIELOGRAFIA ANTEROGRADA PERCUTANEA,02,Procedimentos com finalidade diagnóstica,14,2026-07-01,2026,7
0204050081,PIELOGRAFIA ASCENDENTE,02,Procedimentos com finalidade diagnóstica,2,2026-07-01,2026,7
0204050111,RADIOGRAFIA DE ABDOMEN (AP + LATERAL / LOCALIZADA),02,Procedimentos com finalidade diagnóstica,9749,2026-07-01,2026,7
0204050120,RADIOGRAFIA DE ABDOMEN AGUDO (MINIMO DE 3 INCIDENCIAS),02,Procedimentos com finalidade diagnóstica,43159,2026-07-01,2026,7
0204050138,RADIOGRAFIA DE ABDOMEN SIMPLES (AP),02,Procedimentos com finalidade diagnóstica,36056,2026-07-01,2026,7
0204050146,RADIOGRAFIA DE ESTOMAGO E DUODENO,02,Procedimentos com finalidade diagnóstica,351,2026-07-01,2026,7
0204050154,RADIOGRAFIA DE INTESTINO DELGADO (TRANSITO),02,Procedimentos com finalidade diagnóstica,100,2026-07-01,2026,7
0204050162,RADIOGRAFIA P/ ESTUDO DO DELGADO C/ DUPLO CONTRASTE (ENTEROCLISE),02,Procedimentos com finalidade diagnóstica,13,2026-07-01,2026,7
0204050170,URETROCISTOGRAFIA,02,Procedimentos com finalidade diagnóstica,548,2026-07-01,2026,7
0204050189,UROGRAFIA VENOSA,02,Procedimentos com finalidade diagnóstica,41,2026-07-01,2026,7
0204060010,ARTROGRAFIA,02,Procedimentos com finalidade diagnóstica,3,2026-07-01,2026,7
0204060028,DENSITOMETRIA OSSEA DUO-ENERGETICA DE COLUNA (VERTEBRAS LOMBARES E/OU FEMUR),02,Procedimentos com finalidade diagnóstica,20788,2026-07-01,2026,7
0204060036,ESCANOMETRIA,02,Procedimentos com finalidade diagnóstica,1131,2026-07-01,2026,7
0204060044,PLANIGRAFIA DE OSSO - SUBSIDIARIA A OUTROS EXAMES (POR PLANO),02,Procedimentos com finalidade diagnóstica,5,2026-07-01,2026,7
0204060060,RADIOGRAFIA DE ARTICULACAO COXO-FEMORAL,02,Procedimentos com finalidade diagnóstica,20288,2026-07-01,2026,7
0204060079,RADIOGRAFIA DE ARTICULACAO SACRO-ILIACA,02,Procedimentos com finalidade diagnóstica,1722,2026-07-01,2026,7
0204060087,RADIOGRAFIA DE ARTICULACAO TIBIO-TARSICA,02,Procedimentos com finalidade diagnóstica,61477,2026-07-01,2026,7
0204060095,RADIOGRAFIA DE BACIA,02,Procedimentos com finalidade diagnóstica,51054,2026-07-01,2026,7
0204060109,RADIOGRAFIA DE CALCANEO,02,Procedimentos com finalidade diagnóstica,11632,2026-07-01,2026,7
0204060117,RADIOGRAFIA DE COXA,02,Procedimentos com finalidade diagnóstica,16352,2026-07-01,2026,7
0204060125,RADIOGRAFIA DE JOELHO (AP + LATERAL),02,Procedimentos com finalidade diagnóstica,91988,2026-07-01,2026,7
0204060133,RADIOGRAFIA DE JOELHO OU PATELA (AP + LATERAL + AXIAL),02,Procedimentos com finalidade diagnóstica,15429,2026-07-01,2026,7
0204060141,RADIOGRAFIA DE JOELHO OU PATELA (AP + LATERAL + OBLIQUA + 3 AXIAIS),02,Procedimentos com finalidade diagnóstica,4696,2026-07-01,2026,7
0204060150,RADIOGRAFIA DE PE / DEDOS DO PE,02,Procedimentos com finalidade diagnóstica,94098,2026-07-01,2026,7
0204060168,RADIOGRAFIA DE PERNA,02,Procedimentos com finalidade diagnóstica,34843,2026-07-01,2026,7
0204060176,RADIOGRAFIA PANORAMICA DE MEMBROS INFERIORES,02,Procedimentos com finalidade diagnóstica,2101,2026-07-01,2026,7
0205010016,ECOCARDIOGRAFIA DE ESTRESSE,02,Procedimentos com finalidade diagnóstica,491,2026-07-01,2026,7
0205010024,ECOCARDIOGRAFIA TRANSESOFAGICA,02,Procedimentos com finalidade diagnóstica,242,2026-07-01,2026,7
0205010032,ECOCARDIOGRAFIA TRANSTORACICA,02,Procedimentos com finalidade diagnóstica,59723,2026-07-01,2026,7
0205010040,ULTRASSONOGRAFIA DOPPLER COLORIDO DE VASOS,02,Procedimentos com finalidade diagnóstica,97589,2026-07-01,2026,7
0205010059,ULTRASSONOGRAFIA DOPPLER DE FLUXO OBSTETRICO,02,Procedimentos com finalidade diagnóstica,10767,2026-07-01,2026,7
0205020011,ECODOPPLER TRANSCRANIANO,02,Procedimentos com finalidade diagnóstica,81,2026-07-01,2026,7
0205020020,PAQUIMETRIA ULTRASSONICA,02,Procedimentos com finalidade diagnóstica,48877,2026-07-01,2026,7
0205020038,ULTRASSONOGRAFIA DE ABDOMEN SUPERIOR,02,Procedimentos com finalidade diagnóstica,10807,2026-07-01,2026,7
0205020046,ULTRASSONOGRAFIA DE ABDOMEN TOTAL,02,Procedimentos com finalidade diagnóstica,68611,2026-07-01,2026,7
0205020054,ULTRASSONOGRAFIA DE APARELHO URINARIO,02,Procedimentos com finalidade diagnóstica,33743,2026-07-01,2026,7
0205020062,ULTRASSONOGRAFIA DE ARTICULACAO,02,Procedimentos com finalidade diagnóstica,111419,2026-07-01,2026,7
0205020070,ULTRASSONOGRAFIA DE BOLSA ESCROTAL,02,Procedimentos com finalidade diagnóstica,4136,2026-07-01,2026,7
0205020089,ULTRASSONOGRAFIA DE GLOBO OCULAR / ORBITA (MONOCULAR),02,Procedimentos com finalidade diagnóstica,8398,2026-07-01,2026,7
0205020097,ULTRASSONOGRAFIA MAMARIA BILATERAL,02,Procedimentos com finalidade diagnóstica,47687,2026-07-01,2026,7
0205020100,ULTRASSONOGRAFIA DE PROSTATA POR VIA ABDOMINAL,02,Procedimentos com finalidade diagnóstica,21492,2026-07-01,2026,7
0205020119,ULTRASSONOGRAFIA DE PROSTATA (VIA TRANSRETAL),02,Procedimentos com finalidade diagnóstica,1174,2026-07-01,2026,7
0205020127,ULTRASSONOGRAFIA DE TIREOIDE,02,Procedimentos com finalidade diagnóstica,19553,2026-07-01,2026,7
0205020135,ULTRASSONOGRAFIA DE TORAX (EXTRACARDIACA),02,Procedimentos com finalidade diagnóstica,219,2026-07-01,2026,7
0205020143,ULTRASSONOGRAFIA OBSTETRICA,02,Procedimentos com finalidade diagnóstica,34866,2026-07-01,2026,7
0205020151,ULTRASSONOGRAFIA OBSTETRICA C/ DOPPLER COLORIDO E PULSADO,02,Procedimentos com finalidade diagnóstica,8844,2026-07-01,2026,7
0205020160,ULTRASSONOGRAFIA PELVICA (GINECOLOGICA),02,Procedimentos com finalidade diagnóstica,7405,2026-07-01,2026,7
0205020178,ULTRASSONOGRAFIA TRANSFONTANELA,02,Procedimentos com finalidade diagnóstica,530,2026-07-01,2026,7
0205020186,ULTRASSONOGRAFIA TRANSVAGINAL,02,Procedimentos com finalidade diagnóstica,91788,2026-07-01,2026,7
0205020194,MARCACAO DE LESAO PRE-CIRURGICA DE LESAO NAO PALPAVEL DE MAMA ASSOCIADA A ULTRASSONOGRAFIA,02,Procedimentos com finalidade diagnóstica,171,2026-07-01,2026,7
0205020224,ELASTOGRAFIA HEPATICA ULTRASSONICA,02,Procedimentos com finalidade diagnóstica,48,2026-07-01,2026,7
0206010010,TOMOGRAFIA COMPUTADORIZADA DE COLUNA CERVICAL C/ OU S/ CONTRASTE,02,Procedimentos com finalidade diagnóstica,9982,2026-07-01,2026,7
0206010028,TOMOGRAFIA COMPUTADORIZADA DE COLUNA LOMBO-SACRA C/ OU S/ CONTRASTE,02,Procedimentos com finalidade diagnóstica,18246,2026-07-01,2026,7
0206010036,TOMOGRAFIA COMPUTADORIZADA DE COLUNA TORACICA C/ OU S/ CONTRASTE,02,Procedimentos com finalidade diagnóstica,5173,2026-07-01,2026,7
0206010044,TOMOGRAFIA COMPUTADORIZADA DE FACE / SEIOS DA FACE / ARTICULACOES TEMPORO-MANDIBULARES,02,Procedimentos com finalidade diagnóstica,11303,2026-07-01,2026,7
0206010052,TOMOGRAFIA COMPUTADORIZADA DO PESCOCO,02,Procedimentos com finalidade diagnóstica,5729,2026-07-01,2026,7
0206010060,TOMOGRAFIA COMPUTADORIZADA DE SELA TURCICA,02,Procedimentos com finalidade diagnóstica,690,2026-07-01,2026,7
0206010079,TOMOGRAFIA COMPUTADORIZADA DO CRANIO,02,Procedimentos com finalidade diagnóstica,56795,2026-07-01,2026,7
0206010087,TOMOMIELOGRAFIA COMPUTADORIZADA,02,Procedimentos com finalidade diagnóstica,4,2026-07-01,2026,7
0206010095,TOMOGRAFIA POR EMISSAO DE POSITRONS (PET-CT),02,Procedimentos com finalidade diagnóstica,790,2026-07-01,2026,7
0206020015,TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO SUPERIOR,02,Procedimentos com finalidade diagnóstica,2496,2026-07-01,2026,7
0206020023,"TOMOGRAFIA COMPUTADORIZADA DE SEGMENTOS APENDICULARES - (BRACO, ANTEBRACO, MAO, COXA, PERNA, PE)",02,Procedimentos com finalidade diagnóstica,2226,2026-07-01,2026,7
0206020031,TOMOGRAFIA COMPUTADORIZADA DE TORAX,02,Procedimentos com finalidade diagnóstica,50836,2026-07-01,2026,7
0206030010,TOMOGRAFIA COMPUTADORIZADA DE ABDOMEN SUPERIOR,02,Procedimentos com finalidade diagnóstica,54263,2026-07-01,2026,7
0206030029,TOMOGRAFIA COMPUTADORIZADA DE ARTICULACOES DE MEMBRO INFERIOR,02,Procedimentos com finalidade diagnóstica,5256,2026-07-01,2026,7
0206030037,TOMOGRAFIA COMPUTADORIZADA DE PELVE / BACIA / ABDOMEN INFERIOR,02,Procedimentos com finalidade diagnóstica,51735,2026-07-01,2026,7
0207010013,ANGIORESSONANCIA CEREBRAL,02,Procedimentos com finalidade diagnóstica,889,2026-07-01,2026,7
0207010021,RESSONANCIA MAGNETICA DE ARTICULACAO TEMPORO-MANDIBULAR (BILATERAL),02,Procedimentos com finalidade diagnóstica,329,2026-07-01,2026,7
0207010030,RESSONANCIA MAGNETICA DE COLUNA CERVICAL/PESCOCO,02,Procedimentos com finalidade diagnóstica,4019,2026-07-01,2026,7
0207010048,RESSONANCIA MAGNETICA DE COLUNA LOMBO-SACRA,02,Procedimentos com finalidade diagnóstica,10138,2026-07-01,2026,7
0207010056,RESSONANCIA MAGNETICA DE COLUNA TORACICA,02,Procedimentos com finalidade diagnóstica,1586,2026-07-01,2026,7
0207010064,RESSONANCIA MAGNETICA DE CRANIO,02,Procedimentos com finalidade diagnóstica,9425,2026-07-01,2026,7
0207010072,RESSONANCIA MAGNETICA DE SELA TURCICA,02,Procedimentos com finalidade diagnóstica,939,2026-07-01,2026,7
0207020019,RESSONANCIA MAGNETICA DE CORACAO / AORTA C/ CINE,02,Procedimentos com finalidade diagnóstica,528,2026-07-01,2026,7
